state,yearOfLoss,floodEvent,event_type,state,yearOfLoss,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,totalPaid,precip_mm,wind_max_m_s,temp_mean_c
MA,1979,Not a named storm,Storm,MA,1979,1240.0,1960.11,3200.1099999999997,0.0,0.0,0.0
WV,1980,Flooding,Flood,WV,1980,829.6,0.0,829.6,54.5,40.5,15.065300546448082
MA,1991,"The ""Halloween"" Storm",Storm,MA,1991,25485.69,0.0,25485.69,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,78300.0,0.0,78300.0,63.7,47.6,25.748767123287685
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,39751.22,0.0,39751.22,0.0,0.0,0.0
MA,1979,Not a named storm,Storm,MA,1979,2418.0,936.0,3354.0,0.0,0.0,0.0
TX,1983,Hurricane Alicia,Hurricane,TX,1983,9181.8,0.0,9181.8,51.3,48.6,24.291506849315052
FL,1999,Hurricane Irene,Hurricane,FL,1999,120105.46,100000.0,220105.46000000002,110.3,35.5,27.3413698630137
FL,1999,Hurricane Irene,Hurricane,FL,1999,3242.09,0.0,3242.09,110.3,35.5,27.3413698630137
LA,1992,Hurricane Andrew,Hurricane,LA,1992,0.0,0.0,0.0,65.7,43.1,24.035245901639342
TX,2016,Early summer severe storms,Storm,TX,2016,37744.6,17342.36,55086.96,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,18803.32,34375.67,53178.99,63.7,47.6,25.748767123287685
NY,2012,Hurricane Sandy,Hurricane,NY,2012,43677.0,0.0,43677.0,48.8,39.7,14.591530054644808
LA,2005,Hurricane Katrina,Hurricane,LA,2005,100000.0,40000.0,140000.0,63.7,47.6,25.748767123287685
LA,1998,Flooding,Flood,LA,1998,3674.31,1390.4,5064.71,71.0,34.5,25.703013698630123
TX,2019,Tropical Storm Imelda,Storm,TX,2019,29343.08,0.0,29343.08,0.0,0.0,0.0
LA,2016,Mid-summer severe storms,Storm,LA,2016,1620.86,3134.49,4755.349999999999,233.5,35.3,25.598087431693997
LA,2005,Hurricane Katrina,Hurricane,LA,2005,150000.0,55100.0,205100.0,63.7,47.6,25.748767123287685
FL,1999,Hurricane Irene,Hurricane,FL,1999,1833.54,0.0,1833.54,110.3,35.5,27.3413698630137
LA,1995,Flooding,Flood,LA,1995,0.0,0.0,0.0,70.1,33.8,24.724109589041113
FL,2000,Flooding,Flood,FL,2000,28153.72,0.0,28153.72,32.8,33.5,27.39262295081968
LA,2021,Hurricane Ida,Hurricane,LA,2021,59209.38,37746.6,96955.98,176.4,38.0,24.852602739726045
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,0.0,216.9,216.9,0.0,0.0,0.0
FL,2024,Hurricane Helene,Hurricane,FL,2024,0.0,0.0,0.0,45.2,63.6,28.001912568306004
TX,2008,Hurricane Ike,Hurricane,TX,2008,56405.27,12153.5,68558.76999999999,41.7,42.5,26.64180327868851
PR,2003,Torrential Rain,Heavy Rain,PR,2003,2940.59,2874.1,5814.6900000000005,53.5,25.0,25.062465753424682
FL,2024,Hurricane Helene,Hurricane,FL,2024,107580.62,5000.0,112580.62,45.2,63.6,28.001912568306004
MO,1984,Flooding,Flood,MO,1984,11642.87,0.0,11642.87,63.1,33.8,18.54344262295081
NY,2011,Late summer storms,Storm,NY,2011,3384.53,0.0,3384.53,99.2,38.2,13.412054794520554
LA,2016,Late winter severe storms,Storm,LA,2016,23996.65,0.0,23996.65,233.5,35.3,25.598087431693997
LA,2005,Hurricane Katrina,Hurricane,LA,2005,4792.51,1046.27,5838.780000000001,63.7,47.6,25.748767123287685
TX,2006,Tropical Storm Paul,Storm,TX,2006,1623.8,17794.88,19418.68,0.0,0.0,0.0
TX,1989,Hurricane Chantel,Hurricane,TX,1989,3504.91,0.0,3504.91,0.0,0.0,0.0
LA,1989,Flooding,Flood,LA,1989,27577.08,7100.93,34678.01,60.7,29.7,24.03835616438355
NY,1979,Not a named storm,Storm,NY,1979,537.39,2009.5,2546.89,50.2,42.2,12.30849315068494
FL,2024,Hurricane Helene,Hurricane,FL,2024,231132.98,0.0,231132.98,45.2,63.6,28.001912568306004
MD,2021,Hurricane Ida,Hurricane,MD,2021,58965.37,0.0,58965.37,62.7,33.2,19.25753424657534
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
PA,2011,Tropical Storm Lee,Storm,PA,2011,4924.72,0.0,4924.72,77.6,33.0,16.312328767123276
NC,2018,Hurricane Florence,Hurricane,NC,2018,48930.55,0.0,48930.55,181.7,38.8,20.5109589041096
GA,1994,Flooding,Flood,GA,1994,203.42,0.0,203.42,0.0,0.0,0.0
NY,1979,Not a named storm,Storm,NY,1979,0.0,0.0,0.0,50.2,42.2,12.30849315068494
MO,1993,Midwest Flooding,Flood,MO,1993,0.0,0.0,0.0,85.7,29.8,17.577534246575347
LA,2024,Hurricane Francine,Hurricane,LA,2024,20822.23,0.0,20822.23,73.8,38.8,26.60273224043716
VA,1985,Flooding,Flood,VA,1985,0.0,14799.24,14799.24,44.5,36.1,20.25041095890412
FL,2022,Hurricane Ian,Hurricane,FL,2022,180372.82,0.0,180372.82,208.8,76.6,28.4682191780822
TX,1994,Flooding,Flood,TX,1994,31762.67,16600.0,48362.67,0.0,0.0,0.0
FL,1993,Blizzard of 1993,Blizzard,FL,1993,20779.99,10000.0,30779.99,61.0,45.9,27.21424657534248
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
LA,2005,Hurricane Katrina,Hurricane,LA,2005,24524.89,0.0,24524.89,63.7,47.6,25.748767123287685
TX,1980,Hurricane Allen,Hurricane,TX,1980,0.0,0.0,0.0,0.0,0.0,0.0
FL,2005,Hurricane Dennis,Hurricane,FL,2005,0.0,331.58,331.58,47.4,54.1,26.69808219178083
LA,2005,Hurricane Katrina,Hurricane,LA,2005,90000.0,20000.0,110000.0,63.7,47.6,25.748767123287685
TX,2017,Hurricane Harvey,Hurricane,TX,2017,23106.51,11581.25,34687.759999999995,115.4,53.5,26.819726027397266
FL,2004,Hurricane Ivan,Hurricane,FL,2004,45144.06,9600.0,54744.06,120.3,64.3,27.106557377049185
FL,1995,Hurricane Opal,Hurricane,FL,1995,38120.03,0.0,38120.03,37.3,33.1,26.58630136986301
LA,2005,Hurricane Katrina,Hurricane,LA,2005,51308.16,19544.51,70852.67,63.7,47.6,25.748767123287685
LA,1995,Flooding,Flood,LA,1995,3386.0,0.0,3386.0,70.1,33.8,24.724109589041113
FL,1982,The 'No-Name Storm',Storm,FL,1982,3280.99,0.0,3280.99,88.2,39.3,27.486027397260273
FL,2017,Hurricane Irma,Hurricane,FL,2017,54701.65,10000.0,64701.65,75.8,73.1,27.927123287671268
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,3350.29,2485.0,5835.29,0.0,0.0,0.0
FL,2024,Hurricane Milton,Hurricane,FL,2024,2275.22,0.0,2275.22,45.2,63.6,28.001912568306004
LA,1998,Flooding,Flood,LA,1998,0.0,0.0,0.0,71.0,34.5,25.703013698630123
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,54330.65,11600.0,65930.65,0.0,0.0,0.0
NY,2012,Hurricane Sandy,Hurricane,NY,2012,39945.94,0.0,39945.94,48.8,39.7,14.591530054644808
MO,1982,Not a named storm,Storm,MO,1982,973.49,2133.87,3107.3599999999997,68.2,36.1,18.18520547945204
FL,2001,Torrential rain,Heavy Rain,FL,2001,4678.0,0.0,4678.0,73.6,37.2,27.115342465753432
FL,2000,Flooding,Flood,FL,2000,4773.98,3027.04,7801.0199999999995,32.8,33.5,27.39262295081968
LA,1995,Flooding,Flood,LA,1995,667.4,0.0,667.4,70.1,33.8,24.724109589041113
NC,1989,Hurricane Hugo,Hurricane,NC,1989,2309.0,0.0,2309.0,51.1,49.3,19.875068493150668
TX,2017,Hurricane Harvey,Hurricane,TX,2017,13935.93,0.0,13935.93,115.4,53.5,26.819726027397266
MA,2009,Late summer storms,Storm,MA,2009,0.0,0.0,0.0,0.0,0.0,0.0
NC,2018,Hurricane Florence,Hurricane,NC,2018,1820.03,0.0,1820.03,181.7,38.8,20.5109589041096
FL,2022,Hurricane Ian,Hurricane,FL,2022,28333.62,9753.66,38087.28,208.8,76.6,28.4682191780822
OK,2007,Thunderstorms,Storm,OK,2007,40700.0,0.0,40700.0,54.9,38.7,21.55315068493152
TX,1983,Hurricane Alicia,Hurricane,TX,1983,1164.98,5599.93,6764.91,51.3,48.6,24.291506849315052
NJ,1984,Flooding,Flood,NJ,1984,0.0,0.0,0.0,0.0,0.0,0.0
FL,2022,Hurricane Ian,Hurricane,FL,2022,19452.48,0.0,19452.48,208.8,76.6,28.4682191780822
TX,1998,Flooding,Flood,TX,1998,0.0,0.0,0.0,120.3,41.8,25.954794520547935
LA,2005,Hurricane Katrina,Hurricane,LA,2005,79071.96,40200.0,119271.96,63.7,47.6,25.748767123287685
FL,2022,Hurricane Ian,Hurricane,FL,2022,78145.54,0.0,78145.54,208.8,76.6,28.4682191780822
FL,1993,Blizzard of 1993,Blizzard,FL,1993,331.58,0.0,331.58,61.0,45.9,27.21424657534248
TX,2009,Spring Storm,Storm,TX,2009,11403.49,0.0,11403.49,0.0,0.0,0.0
NE,2019,March 2019 Midwest Flooding,Flood,NE,2019,27700.0,0.0,27700.0,0.0,0.0,0.0
LA,2001,Tropical Storm Allison,Storm,LA,2001,0.0,0.0,0.0,86.0,34.9,24.30821917808221
NJ,1999,Hurricane Floyd,Hurricane,NJ,1999,3198.67,0.0,3198.67,0.0,0.0,0.0
FL,1981,Flooding,Flood,FL,1981,0.0,0.0,0.0,31.3,34.5,27.628219178082166
HI,1988,Flooding,Flood,HI,1988,23906.6,0.0,23906.6,0.0,0.0,0.0
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,76519.92,29943.85,106463.76999999999,0.0,0.0,0.0
VI,1995,Hurricane Marilyn,Hurricane,VI,1995,0.0,200000.0,200000.0,,,
FL,1993,Blizzard of 1993,Blizzard,FL,1993,23942.64,7100.0,31042.64,61.0,45.9,27.21424657534248
TX,2001,Tropical Storm Allison,Storm,TX,2001,22356.05,25353.65,47709.7,60.6,40.8,24.620273972602728
MS,2005,Hurricane Katrina,Hurricane,MS,2005,175500.0,81600.0,257100.0,82.8,59.6,24.039999999999996
FL,2020,Hurricane Eta,Hurricane,FL,2020,46857.57,15923.63,62781.2,60.5,36.9,28.345081967213137
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,2500.0,2500.0,63.7,47.6,25.748767123287685
TX,2001,Tropical Storm Allison,Storm,TX,2001,5983.62,0.0,5983.62,60.6,40.8,24.620273972602728
LA,1998,Flooding,Flood,LA,1998,5800.81,26744.75,32545.56,71.0,34.5,25.703013698630123
LA,2005,Hurricane Katrina,Hurricane,LA,2005,100000.0,0.0,100000.0,63.7,47.6,25.748767123287685
MS,2001,Tropical Storm Allison,Storm,MS,2001,13224.92,2612.81,15837.73,63.0,33.0,23.353698630136996
IN,2008,Storm,Storm,IN,2008,9414.21,0.0,9414.21,49.9,39.8,16.449453551912583
AL,1979,Hurricane Frederic,Hurricane,AL,1979,93946.81,20000.0,113946.81,69.6,40.3,22.312054794520538
VA,2003,Hurricane Isabel,Hurricane,VA,2003,1487.67,0.0,1487.67,59.8,43.1,18.522191780821892
NY,2012,Hurricane Sandy,Hurricane,NY,2012,36058.85,0.0,36058.85,48.8,39.7,14.591530054644808
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,29933.31,15235.97,45169.28,0.0,0.0,0.0
NY,1992,December Storm - Nor'easter,Storm,NY,1992,148629.0,27995.0,176624.0,29.7,35.3,11.993989071038252
AL,2025,Central U.S. April Flooding,Flood,AL,2025,77816.99,16530.25,94347.24,,,
TX,2001,Tropical Storm Allison,Storm,TX,2001,123665.3,32578.04,156243.34,60.6,40.8,24.620273972602728
TX,2008,Hurricane Ike,Hurricane,TX,2008,103781.68,60000.0,163781.68,41.7,42.5,26.64180327868851
FL,2024,Hurricane Milton,Hurricane,FL,2024,96417.64,0.0,96417.64,45.2,63.6,28.001912568306004
TN,2010,Late spring storms,Storm,TN,2010,11480.73,0.0,11480.73,63.8,32.2,20.546301369863002
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
LA,1982,Flooding,Flood,LA,1982,334.72,0.0,334.72,117.2,33.5,24.85561643835617
TX,2008,Hurricane Ike,Hurricane,TX,2008,6935.06,3574.99,10510.05,41.7,42.5,26.64180327868851
WV,1978,Flooding,Flood,WV,1978,299.28,0.0,299.28,39.0,38.4,14.936438356164382
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,6060.31,0.0,6060.31,0.0,0.0,0.0
PA,1984,Flooding,Flood,PA,1984,12100.0,0.0,12100.0,52.3,32.4,15.089071038251374
NC,1996,Hurricane Fran,Hurricane,NC,1996,11001.55,0.0,11001.55,97.7,45.8,19.459562841530044
FL,2005,Hurricane Dennis,Hurricane,FL,2005,0.0,0.0,0.0,47.4,54.1,26.69808219178083
FL,1982,The 'No-Name Storm',Storm,FL,1982,2703.4,863.9,3567.3,88.2,39.3,27.486027397260273
NY,2012,Hurricane Sandy,Hurricane,NY,2012,76213.68,0.0,76213.68,48.8,39.7,14.591530054644808
TX,1983,Flooding,Flood,TX,1983,0.0,0.0,0.0,51.3,48.6,24.291506849315052
MS,2011,Mid-spring storms,Storm,MS,2011,121402.22,450.56,121852.78,180.1,30.3,24.352328767123275
NJ,1985,Hurricane Gloria,Hurricane,NJ,1985,7770.35,0.0,7770.35,0.0,0.0,0.0
NY,2012,Hurricane Sandy,Hurricane,NY,2012,17021.36,4029.7,21051.06,48.8,39.7,14.591530054644808
NC,1999,Hurricane Floyd,Hurricane,NC,1999,22649.75,323.21,22972.96,68.1,36.8,20.717534246575365
TX,2005,Hurricane Rita,Hurricane,TX,2005,0.0,0.0,0.0,29.2,40.2,26.39205479452055
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,2500.0,2500.0,63.7,47.6,25.748767123287685
NY,2011,Hurricane Irene,Hurricane,NY,2011,5178.32,0.0,5178.32,99.2,38.2,13.412054794520554
TX,2016,Spring severe storms,Storm,TX,2016,33784.27,0.0,33784.27,0.0,0.0,0.0
FL,2000,Flooding,Flood,FL,2000,7554.92,3875.76,11430.68,32.8,33.5,27.39262295081968
IL,1986,Flooding,Flood,IL,1986,7543.39,2501.25,10044.64,59.1,42.6,16.543561643835627
FL,2017,Hurricane Irma,Hurricane,FL,2017,0.0,0.0,0.0,75.8,73.1,27.927123287671268
FL,2005,Hurricane Katrina,Hurricane,FL,2005,8042.03,1752.4,9794.43,47.4,54.1,26.69808219178083
LA,1995,Flooding,Flood,LA,1995,29300.0,0.0,29300.0,70.1,33.8,24.724109589041113
TX,1980,Flooding,Flood,TX,1980,3005.76,3255.55,6261.31,0.0,0.0,0.0
LA,2016,Mid-summer severe storms,Storm,LA,2016,109607.0,28698.52,138305.52,233.5,35.3,25.598087431693997
NJ,2011,Hurricane Irene,Hurricane,NJ,2011,21977.64,4353.15,26330.79,0.0,0.0,0.0
LA,2001,Tropical Storm Allison,Storm,LA,2001,31372.2,10000.0,41372.2,86.0,34.9,24.30821917808221
FL,2004,Hurricane Frances,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
NY,2012,Hurricane Sandy,Hurricane,NY,2012,60600.33,0.0,60600.33,48.8,39.7,14.591530054644808
TX,2008,Hurricane Ike,Hurricane,TX,2008,0.0,0.0,0.0,41.7,42.5,26.64180327868851
ND,1997,Flooding,Flood,ND,1997,25882.09,842.5,26724.59,0.0,0.0,0.0
LA,2016,Mid-summer severe storms,Storm,LA,2016,250000.0,68100.0,318100.0,233.5,35.3,25.598087431693997
VA,2003,Hurricane Isabel,Hurricane,VA,2003,15383.6,702.5,16086.1,59.8,43.1,18.522191780821892
CA,1995,Flooding,Flood,CA,1995,7068.15,0.0,7068.15,38.7,37.2,25.83369863013699
FL,1985,Hurricane Kate,Hurricane,FL,1985,13090.38,0.0,13090.38,25.6,33.4,27.62438356164381
FL,2016,Hurricane Matthew,Hurricane,FL,2016,63573.03,30669.65,94242.68,86.7,45.5,27.393169398907094
CA,1995,Flooding,Flood,CA,1995,16532.85,0.0,16532.85,38.7,37.2,25.83369863013699
LA,1988,Flooding,Flood,LA,1988,617.21,0.0,617.21,120.8,32.9,24.16830601092897
TX,2008,Hurricane Ike,Hurricane,TX,2008,24916.44,3742.35,28658.789999999997,41.7,42.5,26.64180327868851
LA,2005,Hurricane Katrina,Hurricane,LA,2005,70000.0,0.0,70000.0,63.7,47.6,25.748767123287685
LA,2005,Hurricane Katrina,Hurricane,LA,2005,18717.62,0.0,18717.62,63.7,47.6,25.748767123287685
FL,2004,Hurricane Charley,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
MD,2003,Hurricane Isabel,Hurricane,MD,2003,75000.0,0.0,75000.0,0.0,0.0,0.0
TX,1984,Flooding,Flood,TX,1984,4009.0,3034.0,7043.0,0.0,0.0,0.0
TX,1979,Tropical Storm Claudette,Storm,TX,1979,0.0,0.0,0.0,40.6,42.0,24.003287671232854
NC,2018,Hurricane Florence,Hurricane,NC,2018,250000.0,100000.0,350000.0,181.7,38.8,20.5109589041096
LA,2016,Mid-summer severe storms,Storm,LA,2016,89120.04,5300.0,94420.04,233.5,35.3,25.598087431693997
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
NC,2018,Hurricane Florence,Hurricane,NC,2018,6607.84,0.0,6607.84,181.7,38.8,20.5109589041096
LA,2005,Hurricane Katrina,Hurricane,LA,2005,166500.0,13700.0,180200.0,63.7,47.6,25.748767123287685
FL,1995,Hurricane Opal,Hurricane,FL,1995,3427.69,1878.95,5306.64,37.3,33.1,26.58630136986301
NY,2011,Hurricane Irene,Hurricane,NY,2011,5396.58,0.0,5396.58,99.2,38.2,13.412054794520554
FL,1985,Hurricane Elena,Hurricane,FL,1985,29148.43,55262.59,84411.01999999999,25.6,33.4,27.62438356164381
NY,2012,Hurricane Sandy,Hurricane,NY,2012,183816.69,82392.69,266209.38,48.8,39.7,14.591530054644808
FL,2022,Hurricane Ian,Hurricane,FL,2022,18051.06,0.0,18051.06,208.8,76.6,28.4682191780822
NJ,1984,Flooding,Flood,NJ,1984,15029.53,0.0,15029.53,0.0,0.0,0.0
TX,2001,Tropical Storm Allison,Storm,TX,2001,30076.73,11000.0,41076.729999999996,60.6,40.8,24.620273972602728
LA,2005,Hurricane Katrina,Hurricane,LA,2005,112800.0,23200.0,136000.0,63.7,47.6,25.748767123287685
TX,2017,Hurricane Harvey,Hurricane,TX,2017,14645.25,0.0,14645.25,115.4,53.5,26.819726027397266
TX,2008,Hurricane Ike,Hurricane,TX,2008,135000.0,5600.0,140600.0,41.7,42.5,26.64180327868851
TX,2015,Early summer storms,Storm,TX,2015,143692.5,0.0,143692.5,169.3,37.4,25.443287671232884
LA,1980,Flooding,Flood,LA,1980,0.0,115.0,115.0,116.8,32.4,24.40846994535519
FL,2000,Flooding,Flood,FL,2000,1338.97,0.0,1338.97,32.8,33.5,27.39262295081968
FL,1993,Blizzard of 1993,Blizzard,FL,1993,0.0,0.0,0.0,61.0,45.9,27.21424657534248
FL,2004,Hurricane Jeanne,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
LA,2016,Mid-summer severe storms,Storm,LA,2016,52114.03,1000.0,53114.03,233.5,35.3,25.598087431693997
TX,2017,Hurricane Harvey,Hurricane,TX,2017,106653.28,55100.0,161753.28,115.4,53.5,26.819726027397266
LA,2002,Tropical Storm Isidore,Storm,LA,2002,4671.05,1144.21,5815.26,57.0,42.7,24.50986301369864
FL,2005,Hurricane Wilma,Hurricane,FL,2005,0.0,0.0,0.0,47.4,54.1,26.69808219178083
LA,2005,Hurricane Katrina,Hurricane,LA,2005,150000.0,60000.0,210000.0,63.7,47.6,25.748767123287685
FL,2004,Hurricane Ivan,Hurricane,FL,2004,11635.52,0.0,11635.52,120.3,64.3,27.106557377049185
TX,2017,Hurricane Harvey,Hurricane,TX,2017,8150.42,0.0,8150.42,115.4,53.5,26.819726027397266
FL,2023,Hurricane Idalia,Hurricane,FL,2023,38774.26,8161.38,46935.64,29.9,37.4,29.091506849315042
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,22208.31,0.0,22208.31,0.0,0.0,0.0
TX,2017,Hurricane Harvey,Hurricane,TX,2017,42782.85,24974.26,67757.11,115.4,53.5,26.819726027397266
NJ,2011,Hurricane Irene,Hurricane,NJ,2011,79286.69,16751.87,96038.56,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,42807.01,0.0,42807.01,63.7,47.6,25.748767123287685
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,189222.51,22861.81,212084.32,0.0,0.0,0.0
FL,2018,Hurricane Michael,Hurricane,FL,2018,34042.68,0.0,34042.68,32.0,34.6,27.493972602739728
IL,2013,Mid-spring storms,Storm,IL,2013,5006.5,0.0,5006.5,47.4,42.0,15.888493150684935
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
TX,1979,Flooding,Flood,TX,1979,977.71,0.0,977.71,40.6,42.0,24.003287671232854
DE,1998,Flooding,Flood,DE,1998,0.0,0.0,0.0,42.5,42.3,18.476986301369855
TX,1983,Hurricane Alicia,Hurricane,TX,1983,555.0,0.0,555.0,51.3,48.6,24.291506849315052
IL,1993,Midwest Flooding,Flood,IL,1993,25000.0,18618.75,43618.75,53.0,39.6,15.010136986301372
LA,2005,Hurricane Katrina,Hurricane,LA,2005,1280.0,0.0,1280.0,63.7,47.6,25.748767123287685
FL,2024,Hurricane Helene,Hurricane,FL,2024,104036.37,35163.07,139199.44,45.2,63.6,28.001912568306004
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
IA,2008,Storm,Storm,IA,2008,39798.19,0.0,39798.19,56.4,50.4,13.307103825136624
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
FL,2022,Hurricane Ian,Hurricane,FL,2022,0.0,0.0,0.0,208.8,76.6,28.4682191780822
FL,1996,Hurricane Josephine,Hurricane,FL,1996,27931.11,6351.64,34282.75,58.4,34.3,26.52267759562842
SC,2015,October severe storms,Storm,SC,2015,0.0,0.0,0.0,132.6,35.7,23.950410958904097
LA,2016,Mid-summer severe storms,Storm,LA,2016,0.0,0.0,0.0,233.5,35.3,25.598087431693997
TX,2003,Hurricane Claudette,Hurricane,TX,2003,25040.51,1490.85,26531.359999999997,0.0,0.0,0.0
FL,2004,Hurricane Frances,Hurricane,FL,2004,249999.91,0.0,249999.91,120.3,64.3,27.106557377049185
NC,1999,Hurricane Floyd,Hurricane,NC,1999,5566.35,0.0,5566.35,68.1,36.8,20.717534246575365
NY,2012,Hurricane Sandy,Hurricane,NY,2012,31650.11,0.0,31650.11,48.8,39.7,14.591530054644808
LA,2005,Hurricane Katrina,Hurricane,LA,2005,165000.0,0.0,165000.0,63.7,47.6,25.748767123287685
TX,1998,Flooding,Flood,TX,1998,0.0,0.0,0.0,120.3,41.8,25.954794520547935
LA,2005,Hurricane Katrina,Hurricane,LA,2005,5699.31,0.0,5699.31,63.7,47.6,25.748767123287685
MO,2022,Late July Flooding,Flood,MO,2022,13169.35,0.0,13169.35,74.3,33.0,19.981917808219176
AL,1998,Hurricane Georges,Hurricane,AL,1998,0.0,0.0,0.0,92.7,33.7,24.04931506849316
KS,1993,Midwest Flooding,Flood,KS,1993,0.0,0.0,0.0,52.8,38.6,17.33150684931506
TX,2024,Hurricane Beryl,Hurricane,TX,2024,0.0,0.0,0.0,0.0,0.0,0.0
NC,2024,Hurricane Helene,Hurricane,NC,2024,0.0,0.0,0.0,79.4,46.5,21.616666666666656
TX,2001,Tropical Storm Allison,Storm,TX,2001,20621.61,2132.4,22754.010000000002,60.6,40.8,24.620273972602728
TX,2017,Hurricane Harvey,Hurricane,TX,2017,44000.0,14100.0,58100.0,115.4,53.5,26.819726027397266
LA,2016,Mid-summer severe storms,Storm,LA,2016,83059.04,12400.0,95459.04,233.5,35.3,25.598087431693997
FL,1982,The 'No-Name Storm',Storm,FL,1982,0.0,0.0,0.0,88.2,39.3,27.486027397260273
CA,1980,Flooding,Flood,CA,1980,1154.35,265.0,1419.35,29.9,26.8,25.960928961748625
PA,1999,Hurricane Floyd,Hurricane,PA,1999,16500.0,0.0,16500.0,66.2,31.9,16.50575342465755
NY,1991,"The ""Halloween"" Storm",Storm,NY,1991,23622.74,0.0,23622.74,44.6,31.0,14.399999999999993
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,22098.42,0.0,22098.42,0.0,0.0,0.0
FL,2005,Hurricane Wilma,Hurricane,FL,2005,0.0,0.0,0.0,47.4,54.1,26.69808219178083
LA,1995,Flooding,Flood,LA,1995,4718.36,1066.6,5784.959999999999,70.1,33.8,24.724109589041113
LA,2008,Hurricane Ike,Hurricane,LA,2008,44000.0,0.0,44000.0,124.3,61.5,25.34726775956283
NY,1985,Hurricane Gloria,Hurricane,NY,1985,4846.33,6023.24,10869.57,74.1,40.3,12.470958904109581
FL,2022,Hurricane Ian,Hurricane,FL,2022,562645.37,0.0,562645.37,208.8,76.6,28.4682191780822
NY,1992,December Storm - Nor'easter,Storm,NY,1992,6787.58,0.0,6787.58,29.7,35.3,11.993989071038252
TX,2008,Hurricane Ike,Hurricane,TX,2008,500000.0,500000.0,1000000.0,41.7,42.5,26.64180327868851
KY,1978,Not a named storm,Storm,KY,1978,9317.42,0.0,9317.42,52.0,35.3,17.467397260273955
NJ,1999,Hurricane Floyd,Hurricane,NJ,1999,4633.84,0.0,4633.84,0.0,0.0,0.0
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,7034.94,180.0,7214.94,0.0,0.0,0.0
TX,2008,Hurricane Ike,Hurricane,TX,2008,82500.0,18900.0,101400.0,41.7,42.5,26.64180327868851
NC,2018,Hurricane Florence,Hurricane,NC,2018,8595.66,3776.62,12372.279999999999,181.7,38.8,20.5109589041096
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
TX,2008,Hurricane Ike,Hurricane,TX,2008,229966.63,100000.0,329966.63,41.7,42.5,26.64180327868851
NY,2012,Hurricane Sandy,Hurricane,NY,2012,40651.53,14988.98,55640.509999999995,48.8,39.7,14.591530054644808
LA,2005,Hurricane Katrina,Hurricane,LA,2005,97000.0,20000.0,117000.0,63.7,47.6,25.748767123287685
FL,1996,Hurricane Josephine,Hurricane,FL,1996,50204.76,0.0,50204.76,58.4,34.3,26.52267759562842
FL,1988,Flooding,Flood,FL,1988,5334.35,859.77,6194.120000000001,48.7,37.1,26.840437158469943
LA,2016,Mid-summer severe storms,Storm,LA,2016,38039.62,6200.0,44239.62,233.5,35.3,25.598087431693997
FL,2000,Flooding,Flood,FL,2000,8372.8,425.3,8798.099999999999,32.8,33.5,27.39262295081968
LA,2005,Hurricane Katrina,Hurricane,LA,2005,72600.0,5600.0,78200.0,63.7,47.6,25.748767123287685
LA,2016,Mid-summer severe storms,Storm,LA,2016,52678.27,0.0,52678.27,233.5,35.3,25.598087431693997
TX,2009,Spring Storm,Storm,TX,2009,5083.22,0.0,5083.22,0.0,0.0,0.0
FL,1999,Hurricane Irene,Hurricane,FL,1999,0.0,0.0,0.0,110.3,35.5,27.3413698630137
